AAL,AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BBBY,BIDU,BIIB,CA,CELG,CERN,CMCSA,COST,CSCO,CSX,CTRP,CTSH,DISCA,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FOX,FOXA,GILD,GOOGL,INTC,JD,KHC,LBTYA,LBTYK,LRCX,MAR,MAT,MCHP,MDLZ,MSFT,MU,MXIM,MYL,NCLH,NFLX,NTAP,NVDA,NXPI,PAYX,PCAR,PYPL,QCOM,QVCA,ROST,SBUX,SIRI,STX,SWKS,SYMC,TMUS,TRIP,TSCO,TSLA,TXN,VIAB,VOD,VRTX,WBA,WDC,WFM,XLNX,YHOO,NDX
36.47,96.7647,97.97,63.70943662,95.58,58.56,57.975,126.62,26.72,167.45,734.931,41.645,162.59,44.375,164.47,287.714,34.625,106.36,62.16,67.025,167.675,30.82,28.7,44.1,58.495,25.625,52.31,96.5,76.9,31.333,78.51,117.48,41.8798,121.29,27.41,26.75,81.25,757,35.045,22.555,87.375,31.58,30.75,91.565,71.655,32.74,57.11,45.31,56.79,14.635,40.3232,46.505,41.82,91.435,26.527,56.6,87.395,61.0152,58.31,37.7,61.27,26.93,61.84,58.3165,4.365,32.33,65.71,20.325,44.88,70,90.39,229.8152,72,45.19,31.015,94.47,81.25,53.443,34.11,49.59,38.81,4671.334
36.4839,96.73,97.98,63.75348592,95.61,58.59,57.9501,126.66,26.729,167.46,734.947,41.645,162.505,44.36,164.44,287.6,34.625,106.33,62.16,67.04,167.7647,30.8201,28.695,44.08,58.495,25.63,52.32,96.56,76.9,31.345,78.56,117.5092,41.89,121.299,27.405,26.755,81.16,757.26,35.041,22.55,87.4,31.595,30.76,91.56,71.63,32.745,57.1251,45.305,56.79,14.6182,40.26,46.5,41.82,91.41,26.51,56.66,87.38,61.03,58.31,37.729,61.305,26.93,61.85,58.3398,4.365,32.32,65.6901,20.32,44.895,70.01,90.39,229.76,72.011,45.19,31.006,94.415,81.25,53.45,34.11,49.63,38.8,4671.465
36.515,96.7102,97.98,63.79753521,95.6033,58.57,57.935,126.52,26.715,167.46,735.14,41.65,162.56,44.351,164.44,287.56,34.63,106.33,62.17,67.08,167.78,30.815,28.69,44.09,58.5,25.625,52.33,96.54,76.89,31.355,78.605,117.5,41.88,121.32,27.405,26.755,81.19,757.04,35.045,22.55,87.365,31.575,30.74,91.54,71.64,32.76,57.2,45.31,56.8,14.6,40.27,46.515,41.81,91.41,26.51,56.59,87.385,61.02,58.28,37.725,61.29,26.93,61.85,58.3,4.365,32.33,65.6576,20.32,44.885,70,90.44,229.76,71.945,45.2,31.005,94.43,81.2864,53.44,34.09,49.56,38.78,4671.579
36.5075,96.686,97.99,63.84158451,95.6,58.6,57.935,126.59,26.72,167.52,735.1323,41.64,162.51,44.36,164.48,287.59,34.63,106.37,62.17,67.085,167.76,30.825,28.7,44.07,58.495,25.62,52.32,96.53,76.89,31.355,78.61,117.45,41.89,121.36,27.405,26.755,81.27,756.95,35.045,22.55,87.365,31.585,30.74,91.55,71.62,32.755,57.12,45.3,56.81,14.6,40.21,46.52,41.83,91.39,26.51,56.57,87.445,61.015,58.24,37.725,61.275,26.935,61.87,58.305,4.365,32.31,65.66,20.315,44.9,70,90.425,229.73,71.91,45.2,31.01,94.445,81.34,53.4393,34.1,49.53,38.79,4671.567
36.51,96.6726,98.03,63.8856338,95.6,58.58,57.9439,126.53,26.715,167.495,735.36,41.645,162.56,44.355,164.39,287.59,34.64,106.355,62.17,67.105,167.7505,30.82,28.7,44.07,58.48,25.625,52.33,96.53,76.9,31.355,78.68,117.52,41.88,121.355,27.405,26.75,81.255,756.7325,35.045,22.55,87.34,31.59,30.75,91.53,71.61,32.775,57.09,45.305,56.78,14.615,40.15,46.51,41.845,91.37,26.51,56.56,87.51,61.013,58.24,37.7,61.27,26.935,61.92,58.3,4.36,32.315,65.67,20.32,44.94,70,90.48,229.7825,71.8902,45.2,31.01,94.48,81.32,53.4575,34.095,49.53,38.8,4671.498
36.52,96.659,97.98,63.9296831,95.58,58.5784,57.93,126.5,26.705,167.405,735.29,41.625,162.515,44.35,164.25,287.53,34.625,106.27,62.15,67.11,167.74,30.8,28.71,44.05,58.479,25.6142,52.305,96.46,76.84,31.34,78.625,117.49,41.895,121.3301,27.4,26.745,81.2758,755.9101,35.025,22.535,87.3,31.585,30.745,91.46,71.57,32.78,57,45.315,56.795,14.605,40.2,46.51,41.84,91.341,26.5,56.57,87.53,61.005,58.23,37.689,61.27,26.9342,61.9,58.279,4.355,32.311,65.6,20.31,44.93,69.99,90.48,229.72,71.8,45.2,31.005,94.39,81.29,53.465,34.105,49.53,38.785,4670.171
36.51,96.6532,97.945,63.97373239,95.59,58.56,57.89,126.59,26.695,167.45,734.98,41.635,162.48,44.335,164.34,287.6,34.625,106.28,62.15,67.1058,167.77,30.809,28.71,44.05,58.465,25.625,52.32,96.48,76.89,31.345,78.66,117.52,41.93,121.335,27.4,26.756,81.2665,756.075,35.015,22.52,87.26,31.58,30.76,91.42,71.585,32.765,57.02,45.32,56.81,14.6,40.21,46.51,41.83,91.3301,26.49,56.55,87.53,61,58.235,37.695,61.25,26.93,61.915,58.27,4.35,32.29,65.6201,20.31,44.96,70,90.4588,229.724,71.69,45.2,31.015,94.38,81.3364,53.45,34.1,49.565,38.8,4669.952
36.51,96.6644,97.99,64.01778169,95.63,58.58,57.91,126.595,26.695,167.46,735.13,41.65,162.496,44.36,164.4,287.5,34.635,106.23,62.15,67.11,167.78,30.81,28.72,44.05,58.495,25.62,52.3501,96.495,76.92,31.35,78.67,117.57,41.92,121.3199,27.4,26.755,81.289,756,35.025,22.525,87.28,31.585,30.76,91.46,71.605,32.7758,57.02,45.34,56.83,14.615,40.25,46.48,41.82,91.3361,26.5,56.54,87.52,61.03,58.27,37.675,61.2634,26.935,61.93,58.3,4.36,32.29,65.64,20.32,45.01,70,90.52,229.4655,71.72,45.22,31.02,94.41,81.33,53.44,34.11,49.535,38.78,4670.783
36.48,96.595,97.94,64.06183099,95.6,58.53,57.88,126.51,26.695,167.3896,734.73,41.615,162.44,44.33,164.23,287.41,34.63,106.19,62.1,67.08,167.71,30.795,28.68,44.03,58.46,25.59,52.29,96.45,76.86,31.325,78.58,117.55,41.95,121.2498,27.3901,26.745,81.2164,755.5701,35.013,22.5,87.25,31.58,30.76,91.41,71.59,32.765,57.01,45.31,56.805,14.6189,40.2,46.47,41.81,91.245,26.48,56.52,87.495,61,58.22,37.675,61.22,26.92,61.91,58.25,4.355,32.27,65.57,20.31,45,69.99,90.5,229.155,71.71,45.18,31.01,94.355,81.29,53.3913,34.09,49.51,38.74,4668.489
36.4801,96.57,97.945,64.10588028,95.6,58.56,57.8708,126.47,26.7,167.3974,734.85,41.6216,162.41,44.33,164.275,287.31,34.635,106.2,62.11,67.08,167.73,30.791,28.695,44.05,58.47,25.5906,52.3,96.44,76.86,31.32,78.54,117.56,41.94,121.21,27.39,26.75,81.139,755.56,35.0175,22.51,87.23,31.57,30.74,91.44,71.59,32.78,57.02,45.285,56.83,14.6139,40.21,46.47,41.82,91.25,26.49,56.529,87.495,61,58.21,37.68,61.22,26.915,61.93,58.2398,4.365,32.26,65.59,20.31,45.005,69.98,90.49,229.39,71.74,45.17,31.014,94.3,81.29,53.37,34.08,49.56,38.745,4668.198
36.5,96.5211,97.93,64.14992958,95.61,58.57,57.875,126.4501,26.705,167.45,734.77,41.625,162.28,44.33,164.25,287.4,34.64,106.2,62.1001,67.085,167.73,30.805,28.7,44.04,58.475,25.59,52.33,96.449,76.864,31.325,78.54,117.63,41.95,121.19,27.395,26.745,81.175,755.5,35.01,22.51,87.22,31.585,30.76,91.38,71.585,32.775,57.01,45.285,56.83,14.615,40.21,46.46,41.82,91.31,26.48,56.475,87.51,61.0034,58.255,37.665,61.18,26.91,61.93,58.25,4.365,32.26,65.6,20.31,44.985,70,90.481,229.3,71.68,45.2,31.01,94.315,81.28,53.39,34.09,49.61,38.75,4667.895
36.48,96.5,97.9,64.19397887,95.58,58.54,57.815,126.43,26.695,167.36,734.33,41.61,162.21,44.32,164.11,287.2,34.64,106.18,62.1,67.07,167.69,30.775,28.7,44.02,58.46,25.58,52.29,96.41,76.82,31.31,78.52,117.52,41.95,121.13,27.39,26.735,81.14,755.6,34.98,22.48,87.21,31.58,30.73,91.3,71.55,32.77,56.96,45.28,56.8,14.61,40.19,46.46,41.82,91.225,26.4701,56.42,87.5,60.99,58.225,37.645,61.15,26.91,61.91,58.2463,4.35,32.24,65.5699,20.31,44.95,69.97,90.48,229.3,71.57,45.2,31.01,94.28,81.24,53.38,34.1078,49.55,38.72,4666.178
36.45,96.45,97.896,64.23802817,95.595,58.54,57.76,126.45,26.7,167.35,734.47,41.62,162.16,44.32,164.09,287.21,34.64,106.145,62.1,67.075,167.69,30.78,28.7,44.02,58.475,25.57,52.28,96.41,76.83,31.315,78.5647,117.57,41.97,121.1501,27.4,26.735,81.17,755.58,34.98,22.49,87.209,31.57,30.74,91.34,71.575,32.76,56.91,45.245,56.79,14.61,40.205,46.465,41.815,91.15,26.47,56.41,87.56,60.98,58.22,37.65,61.171,26.91,61.915,58.255,4.355,32.24,65.57,20.31,44.915,69.98,90.49,229.12,71.555,45.191,31.01,94.325,81.256,53.365,34.11,49.57,38.72,4665.875
36.49,96.435,97.915,64.28207746,95.61,58.52,57.745,126.47,26.71,167.44,734.655,41.6352,162.25,44.32,164.14,287.22,34.635,106.15,62.1,67.063,167.73,30.78,28.704,44.02,58.49,25.5999,52.27,96.45,76.8,31.315,78.585,117.63,41.965,121.179,27.405,26.745,81.22,756.4099,35.01,22.48,87.2,31.57,30.73,91.38,71.59,32.76,56.96,45.22,56.79,14.61,40.27,46.47,41.84,91.16,26.49,56.425,87.53,60.99,58.245,37.635,61.18,26.9,61.93,58.247,4.34,32.2301,65.58,20.335,44.895,69.99,90.54,229.27,71.595,45.2101,31.04,94.335,81.28,53.38,34.095,49.61,38.735,4666.614
36.5,96.496,97.91,64.32612676,95.63,58.54,57.77,126.53,26.71,167.49,734.62,41.635,162.4,44.32,164.08,287.2,34.645,106.19,62.13,67.07,167.76,30.795,28.71,44.02,58.495,25.605,52.285,96.46,76.84,31.3238,78.61,117.69,41.975,121.21,27.41,26.75,81.24,756.27,35.0235,22.4963,87.23,31.56,30.715,91.42,71.615,32.78,56.99,45.22,56.745,14.605,40.389,46.48,41.84,91.19,26.49,56.4962,87.62,60.99,58.28,37.605,61.2186,26.92,61.925,58.25,4.35,32.255,65.66,20.34,44.88,70,90.54,229.103,71.63,45.22,31.039,94.39,81.29,53.39,34.115,49.68,38.731,4667.291
36.5,96.445,97.89,64.37017606,95.64,58.54,57.78,126.62,26.715,167.539,734.77,41.65,162.47,44.32,164.08,287.22,34.645,106.23,62.135,67.08,167.75,30.8,28.704,44.02,58.495,25.605,52.3,96.45,76.835,31.33,78.63,117.75,41.9863,121.21,27.4,26.745,81.261,756.23,35.02,22.49,87.24,31.58,30.735,91.51,71.615,32.785,56.97,45.235,56.77,14.61,40.36,46.49,41.84,91.234,26.5,56.505,87.54,60.991,58.32,37.61,61.22,26.915,61.93,58.26,4.34,32.27,65.67,20.35,44.89,70.02,90.54,229.01,71.7,45.22,31.035,94.395,81.31,53.3956,34.105,49.625,38.77,4667.59
36.48,96.4549,97.88,64.41422535,95.63,58.56,57.75,126.44,26.72,167.42,734.83,41.65,162.51,44.315,164.12,287.04,34.65,106.22,62.14,67.08,167.73,30.8,28.705,44.02,58.49,25.59,52.28,96.44,76.84,31.325,78.6,117.77,42,121.2,27.405,26.745,81.21,756.16,35,22.48,87.2416,31.575,30.72,91.49,71.6,32.785,56.97,45.235,56.78,14.605,40.51,46.48,41.815,91.185,26.5,56.49,87.5,60.995,58.31,37.61,61.185,26.91,61.96,58.217,4.34,32.28,65.71,20.355,44.9,70,90.51,228.8501,71.62,45.225,31.03,94.41,81.3199,53.39,34.1,49.585,38.7758,4667.341
36.485,96.56,97.945,64.45827465,95.64,58.585,57.77,126.52,26.735,167.52,734.96,41.655,162.6499,44.31,164.19,287.12,34.65,106.26,62.16,67.08,167.73,30.805,28.71,44.03,58.495,25.59,52.31,96.45,76.88,31.32,78.62,117.77,41.98,121.22,27.405,26.735,81.215,756.2675,35.02,22.4901,87.25,31.57,30.72,91.46,71.605,32.785,56.98,45.275,56.795,14.615,40.5,46.4737,41.825,91.24,26.52,56.515,87.5,61.005,58.3,37.635,61.2153,26.92,61.96,58.2212,4.355,32.27,65.73,20.355,44.93,69.99,90.52,228.926,71.605,45.22,31.0459,94.5,81.32,53.39,34.0952,49.64,38.805,4668.928
36.5,96.615,97.9,64.50232394,95.63,58.59,57.725,126.49,26.735,167.5499,734.89,41.63,162.61,44.3054,164.04,286.95,34.64,106.22,62.13,67.12,167.67,30.795,28.695,44.02,58.485,25.58,52.285,96.43,76.8416,31.31,78.58,117.73,41.96,121.217,27.395,26.735,81.2038,756.38,35.0101,22.475,87.23,31.555,30.7,91.42,71.565,32.77,56.92,45.31,56.7701,14.58,40.43,46.48,41.81,91.2,26.5,56.5065,87.45,61.005,58.24,37.64,61.19,26.91,61.93,58.245,4.36,32.2575,65.68,20.35,44.93,69.98,90.49,228.95,71.56,45.195,31.04,94.485,81.3,53.36,34.09,49.59,38.8,4668.483
36.515,96.615,97.945,64.54637324,95.65,58.64,57.755,126.535,26.73,167.615,734.94,41.65,162.62,44.32,164.15,286.92,34.64,106.23,62.16,67.115,167.72,30.7999,28.6948,44.02,58.5,25.59,52.3,96.395,76.87,31.32,78.57,117.71,41.94,121.245,27.4,26.745,81.165,756.86,35.05,22.485,87.25,31.59,30.72,91.445,71.565,32.785,56.93,45.35,56.79,14.595,40.4,46.48,41.84,91.17,26.52,56.52,87.45,61.03,58.239,37.67,61.18,26.9,61.93,58.24,4.35,32.29,65.693,20.37,44.96,69.95,90.48,229.15,71.615,45.22,31.037,94.52,81.315,53.385,34.09,49.6,38.8,4669.344
36.49,96.584,97.9484,64.59042254,95.66,58.6,57.78,126.46,26.74,167.54,734.694,41.645,162.61,44.315,164.17,286.83,34.65,106.249,62.16,67.1,167.7,30.8,28.72,44.01,58.515,25.58,52.33,96.39,76.88,31.325,78.66,117.71,41.93,121.2599,27.41,26.745,81.09,756.8499,35.02,22.465,87.24,31.61,30.73,91.43,71.565,32.79,56.86,45.33,56.774,14.61,40.4,46.4822,41.84,91.177,26.53,56.52,87.485,61.045,58.26,37.68,61.169,26.89,61.95,58.2636,4.35,32.31,65.65,20.36,44.99,69.915,90.46,229.03,71.5825,45.22,31.036,94.49,81.325,53.4,34.105,49.61,38.8,4669.159
36.49,96.563,97.96,64.63447183,95.67,58.63,57.855,126.495,26.755,167.57,734.87,41.645,162.67,44.32,164.13,286.73,34.685,106.18,62.17,67.12,167.73,30.805,28.72,44.015,58.515,25.585,52.35,96.39,76.89,31.32,78.695,117.73,41.99,121.3,27.41,26.74,81.13,757.31,35.05,22.46,87.26,31.625,30.74,91.45,71.61,32.8,56.84,45.35,56.8,14.6,40.407,46.5,41.84,91.18,26.52,56.555,87.4,61.08,58.275,37.715,61.17,26.89,61.95,58.27,4.35,32.3,65.68,20.36,44.97,69.9,90.51,229.2158,71.56,45.23,31.03,94.52,81.33,53.393,34.1,49.6137,38.8201,4669.702
36.47,96.541,97.9498,64.67852113,95.68,58.635,57.9062,126.43,26.76,167.52,734.78,41.6481,162.64,44.34,164.09,286.71,34.68,106.155,62.163,67.12,167.75,30.805,28.72,44,58.51,25.58,52.305,96.4,76.89,31.35,78.63,117.72,41.99,121.31,27.4166,26.745,81.145,757.09,35.03,22.475,87.25,31.58,30.72,91.5,71.615,32.805,56.86,45.36,56.795,14.61,40.45,46.52,41.83,91.205,26.535,56.54,87.45,61.065,58.255,37.715,61.17,26.9,61.965,58.27,4.35,32.325,65.68,20.36,44.945,69.9,90.49,229.2786,71.47,45.215,31.04,94.5108,81.31,53.405,34.1,49.58,38.83,4669.626
36.48,96.525,97.92,64.72257042,95.66,58.65,57.92,126.5,26.759,167.46,734.92,41.635,162.59,44.37,164.2,286.71,34.665,106.115,62.15,67.1,167.72,30.79,28.71,43.99,58.5,25.58,52.275,96.39,76.86,31.345,78.6,117.72,42,121.25,27.4,26.73,81.157,757.185,35.01,22.45,87.2,31.555,30.695,91.56,71.61,32.78,56.8,45.325,56.7752,14.6,40.41,46.52,41.82,91.185,26.53,56.51,87.52,61.055,58.26,37.7098,61.14,26.895,61.94,58.23,4.35,32.34,65.66,20.36,44.95,69.89,90.47,229.61,71.29,45.215,31.03,94.48,81.33,53.38,34.1,49.6,38.81,4668.58
36.51,96.55,97.9,64.76661972,95.69,58.65,57.94,126.585,26.76,167.46,734.9,41.6,162.64,44.389,164.24,286.72,34.665,106.1237,62.175,67.1,167.76,30.8,28.715,44,58.53,25.585,52.3,96.4,76.9,31.355,78.58,117.745,42,121.295,27.41,26.735,81.12,757.08,35.0342,22.461,87.23,31.55,30.71,91.54,71.61,32.8,56.83,45.315,56.795,14.6,40.41,46.54,41.835,91.24,26.52,56.57,87.47,61.06,58.265,37.7,61.165,26.89,61.96,58.27,4.345,32.355,65.69,20.355,44.95,69.91,90.52,229.7,71.38,45.22,31.03,94.51,81.351,53.4,34.0934,49.6,38.81,4669.047
36.485,96.5751,97.88,64.81066901,95.67,58.64,57.97,126.59,26.765,167.38,734.77,41.615,162.63,44.4,164.155,286.695,34.66,106.11,62.16,67.1,167.75,30.787,28.715,43.97,58.51,25.58,52.265,96.39,76.93,31.345,78.605,117.725,41.995,121.27,27.405,26.73,81.12,756.69,35.035,22.46,87.23,31.55,30.7,91.53,71.62,32.8,56.835,45.3,56.78,14.609,40.41,46.535,41.84,91.26,26.52,56.53,87.55,61.065,58.26,37.735,61.125,26.895,61.96,58.255,4.34,32.39,65.7,20.36,44.95,69.89,90.49,229.7,71.24,45.2136,31.03,94.55,81.34,53.46,34.1,49.565,38.785,4668.529
36.5,96.587,97.91,64.85471831,95.695,58.68,58.025,126.71,26.77,167.45,734.885,41.63,162.67,44.42,164.25,286.74,34.68,106.165,62.19,67.15,167.7406,30.7987,28.72,43.98,58.545,25.58,52.27,96.4,76.92,31.355,78.635,117.76,42,121.28,27.405,26.735,81.11,757.1425,35.03,22.46,87.25,31.555,30.71,91.55,71.65,32.83,56.85,45.28,56.7947,14.605,40.47,46.55,41.85,91.335,26.54,56.57,87.53,61.0813,58.29,37.76,61.155,26.915,61.97,58.27,4.345,32.42,65.76,20.37,44.9099,69.92,90.52,229.7451,71.1701,45.23,31.03,94.6,81.37,53.53,34.105,49.51,38.8,4669.534
36.49,96.637,97.9,64.89876761,95.69,58.655,58.0182,126.83,26.755,167.48,734.785,41.605,162.53,44.43,164.2715,286.9,34.695,106.24,62.16,67.16,167.76,30.8,28.73,43.97,58.54,25.585,52.27,96.43,76.89,31.35,78.61,117.71,41.99,121.245,27.4058,26.73,81.14,757.02,35.02,22.44,87.24,31.575,30.72,91.48,71.655,32.84,56.7,45.2599,56.8,14.571,40.17,46.545,41.85,91.2799,26.53,56.499,87.25,61.081,58.26,37.73,61.1,26.915,61.98,58.29,4.345,32.4134,65.6401,20.36,44.91,69.9,90.51,229.77,71.1,45.24,31.03,94.71,81.36,53.52,34.081,49.415,38.77,4669.13
36.495,96.675,97.96,64.9428169,95.64,58.68,58.025,126.845,26.77,167.54,734.75,41.6,162.82,44.44,164.235,287.2,34.695,106.24,62.2,67.22,167.76,30.815,28.73,43.995,58.5435,25.59,52.33,96.44,76.865,31.355,78.62,117.66,41.995,121.24,27.4,26.73,81.13,756.955,35.07,22.475,87.25,31.575,30.73,91.64,71.655,32.835,56.94,45.2653,56.81,14.63,40.62,46.55,41.85,91.33,26.56,56.59,87.51,61.085,58.29,37.76,61.14,26.915,61.97,58.31,4.34,32.44,65.82,20.36,44.94,69.9,90.51,229.865,71.325,45.255,31.04,94.77,81.36,53.55,34.095,49.53,38.79,4671.151
36.51,96.65,97.98,64.9868662,95.64,58.69,58.07,126.765,26.8,167.48,734.8,41.605,162.86,44.45,164.22,287.26,34.72,106.215,62.2,67.21,167.7388,30.82,28.73,43.99,58.55,25.58,52.34,96.43,76.87,31.37,78.6,117.65,41.99,121.165,27.4,26.73,81.09,756.55,35.1,22.47,87.22,31.57,30.72,91.64,71.63,32.835,56.98,45.25,56.7952,14.625,40.67,46.55,41.84,91.3,26.555,56.637,87.6,61.095,58.28,37.75,61.173,26.92,61.975,58.31,4.345,32.445,65.87,20.36,44.945,69.9,90.51,229.78,71.3,45.2401,31.05,94.74,81.34,53.555,34.095,49.535,38.76,4670.588
36.52,96.665,97.955,65.03091549,95.646,58.74,58.05,126.75,26.795,167.54,734.889,41.615,162.95,44.46,164.285,287.25,34.72,106.24,62.2,67.1925,167.75,30.845,28.71,43.98,58.54,25.57,52.33,96.44,76.91,31.365,78.63,117.67,41.98,121.14,27.395,26.72,81.1,756.83,35.075,22.46,87.23,31.575,30.72,91.65,71.64,32.83,57.08,45.255,56.8001,14.635,40.69,46.55,41.83,91.31,26.55,56.66,87.71,61.09,58.28,37.78,61.17,26.91,61.97,58.28,4.345,32.44,65.96,20.36,44.945,69.9,90.49,229.84,71.4,45.25,31.06,94.77,81.34,53.565,34.11,49.5301,38.765,4670.915
36.53,96.745,97.97,65.07496479,95.65,58.76,57.99,126.81,26.81,167.61,734.761,41.61,163.15,44.45,164.27,287.36,34.72,106.24,62.2,67.21,167.77,30.855,28.715,43.99,58.555,25.57,52.32,96.435,76.95,31.36,78.63,117.61,41.99,121.145,27.395,26.715,81.03,757,35.1,22.46,87.24,31.57,30.72,91.76,71.655,32.84,57.22,45.255,56.79,14.655,40.76,46.54,41.835,91.31,26.56,56.73,87.835,61.1,58.3,37.795,61.21,26.905,61.99,58.283,4.335,32.435,66.07,20.36,44.95,69.9,90.48,229.87,71.49,45.25,31.06,94.79,81.375,53.61,34.105,49.65,38.79,4672.083
36.57,96.74,97.945,65.11901408,95.65,58.79,57.99,126.68,26.805,167.57,734.9,41.62,163.09,44.42,164.2305,287.42,34.73,106.24,62.18,67.17,167.77,30.845,28.725,43.99,58.5763,25.575,52.305,96.42,76.95,31.365,78.615,117.48,41.97,121.12,27.395,26.715,81.065,757.0575,35.085,22.455,87.22,31.565,30.715,91.73,71.65,32.86,57.16,45.255,56.82,14.6301,40.68,46.545,41.82,91.29,26.57,56.68,87.7067,61.08,58.28,37.78,61.235,26.91,61.995,58.27,4.335,32.44,66.02,20.36,44.93,69.9,90.48,229.822,71.501,45.25,31.055,94.825,81.38,53.5911,34.105,49.67,38.77,4671.646
36.61,96.745,97.94,65.16306338,95.68,58.815,57.97,126.72,26.805,167.65,734.89,41.65,163.07,44.44,164.245,287.485,34.73,106.245,62.205,67.16,167.77,30.865,28.725,44,58.595,25.57,52.32,96.45,76.97,31.36,78.6254,117.53,41.99,121.14,27.4,26.71,81.07,756.9,35.09,22.445,87.22,31.56,30.71,91.68,71.65,32.86,57.165,45.255,56.825,14.61,40.68,46.54,41.85,91.315,26.6,56.68,87.68,61.095,58.34,37.78,61.215,26.915,62,58.28,4.33,32.45,65.9774,20.36,44.94,69.89,90.45,229.99,71.45,45.2493,31.0568,94.855,81.44,53.64,34.11,49.7,38.78,4672.32
36.605,96.77,97.935,65.20711268,95.66,58.785,57.945,126.69,26.785,167.6232,734.67,41.64,163,44.425,164.11,287.541,34.73,106.23,62.185,67.16,167.76,30.84,28.725,44.005,58.58,25.57,52.27,96.42,76.89,31.365,78.595,117.47,41.98,121.11,27.395,26.71,81.07,756.87,35.06,22.46,87.16,31.56,30.695,91.69,71.64,32.875,57.11,45.255,56.825,14.6035,40.61,46.54,41.84,91.3115,26.6,56.64,87.75,61.095,58.18,37.765,61.22,26.9198,61.98,58.27,4.33,32.47,65.92,20.36,44.925,69.89,90.43,229.7914,71.34,45.28,31.05,94.84,81.41,53.63,34.11,49.61,38.765,4671.303
36.605,96.7,97.925,65.25116197,95.64,58.775,57.945,126.615,26.779,167.53,734.652,41.63,163,44.43,164.13,287.59,34.725,106.14,62.16,67.16,167.75,30.83,28.715,44,58.59,25.57,52.275,96.41,76.87,31.35,78.55,117.39,41.98,121.0837,27.395,26.705,81.0326,756.9475,35.055,22.44,87.11,31.53,30.68,91.64,71.635,32.86,57.09,45.25,56.82,14.62,40.635,46.535,41.87,91.23,26.5975,56.63,87.857,61.095,58.18,37.75,61.205,26.9,61.97,58.26,4.33,32.46,65.9,20.36,44.915,69.89,90.42,229.81,71.29,45.265,31.0499,94.84,81.36,53.68,34.09,49.61,38.76,4670.354
36.62,96.7158,97.93,65.29521127,95.64,58.8,57.95,126.6001,26.78,167.63,734.64,41.64,163.1,44.435,164.1453,287.68,34.68,106.245,62.16,67.16,167.73,30.835,28.71,44,58.575,25.57,52.23,96.425,76.885,31.355,78.555,117.52,41.99,121.085,27.395,26.705,81.08,756.96,35.07,22.44,87.1,31.535,30.685,91.65,71.65,32.855,57.2,45.255,56.825,14.64,40.7251,46.535,41.87,91.25,26.6,56.68,87.86,61.105,58.16,37.755,61.2493,26.9,61.965,58.275,4.33,32.47,65.99,20.36,44.91,69.905,90.45,229.9,71.29,45.315,31.04,94.84,81.35,53.68,34.095,49.65,38.75,4670.952
36.625,96.74,97.99,65.33926056,95.65,58.79,57.96,126.68,26.78,167.6358,734.87,41.64,163.12,44.425,164.14,287.69,34.69,106.275,62.19,67.16,167.81,30.87,28.71,44.005,58.61,25.575,52.25,96.45,76.87,31.355,78.61,117.57,42,121.1399,27.39,26.71,81.075,757.405,35.09,22.4301,87.15,31.5422,30.6822,91.64,71.66,32.855,57.17,45.27,56.87,14.625,40.76,46.53,41.86,91.31,26.61,56.66,87.855,61.105,58.22,37.745,61.2742,26.915,61.965,58.29,4.335,32.415,65.955,20.36,44.925,69.9,90.47,229.79,71.32,45.305,31.04,94.8499,81.37,53.67,34.1022,49.61,38.76,4672.271
36.62,96.78,97.99,65.38330986,95.65,58.81,57.995,126.63,26.79,167.681,735.03,41.635,163.2,44.44,164.16,287.68,34.7,106.245,62.175,67.17,167.85,30.875,28.725,44,58.64,25.58,52.245,96.51,76.91,31.355,78.565,117.58,42,121.14,27.395,26.71,81.06,757.35,35.11,22.45,87.16,31.54,30.69,91.64,71.66,32.86,57.22,45.275,56.875,14.63,40.78,46.54,41.86,91.35,26.62,56.7,87.88,61.11,58.275,37.75,61.285,26.915,61.95,58.3,4.335,32.395,66.005,20.365,44.94,69.91,90.47,229.7801,71.355,45.305,31.0463,94.87,81.41,53.65,34.105,49.63,38.77,4672.986
36.63,96.775,98.03,65.42735915,95.645,58.8,57.97,126.6,26.785,167.67,734.96,41.635,163.14,44.43,164.1,287.7,34.7,106.215,62.18,67.16,167.84,30.8779,28.72,44,58.64,25.6,52.24,96.525,76.89,31.355,78.59,117.6,41.995,121.07,27.395,26.71,81.025,757.25,35.095,22.4401,87.13,31.56,30.7,91.63,71.66,32.86,57.1999,45.275,56.875,14.635,40.765,46.545,41.855,91.34,26.6189,56.695,87.875,61.105,58.285,37.745,61.29,26.91,61.935,58.295,4.335,32.418,66.01,20.36,44.94,69.9,90.5,229.7002,71.355,45.33,31.05,94.82,81.41,53.655,34.1,49.615,38.76,4672.704
